DIST,PROJ,CIRCLE,SCODE,SNAME,START_DATE,END_DATE, Number of students enrolled(boys), Number of students enrolled(girl), Number of students present(boy), Number of students present(girl), Number of students with special needs(boy), Number of students with special needs(girl), Where is the center functioning, The anganwadi center is in a spacious room (35 sq according to ecce rule)  meaning there is an indoor enclosure, There is an outdoor space for 30 children  with space of 30sq, Anganwadi Centre walls are in good shape, Anganwadi Centre floor is in good shape, Anganwadi Centre roof is in good shape, There is a toilet for children to use, Children are using toilet, Centre has water available in the taps, There is pure drinking water facility, Food to be distributed on that day was covered properly, There is seperate facility for washing hands after meals, There is black board in the center, Learning materials are present in the centre, Anganwadi worker is trained, Activities are conducted using learning material by the anganwadi worker, Children learning value correction is done for 2013-14, Progress in children learning is documented, Bala Vikas Samithi is present, Bala Vikas Samithi meeting is conducted                                                                         
 bangalore, anekal taluk, hebbagodi,36552, HEBBAGODI F, 2014-08-18, 2015-12-30,25,15,20,15, NA, NA,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33643, HEBBAGODI GOLLAHALLI, 2014-08-18, 2015-12-30,12,21,12,20, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,37210, HEBBAGODI J, 2014-08-18, 2015-12-30,15,11,15,11, NA, NA,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33641, HEBBAGODI THIRUPALYA B, 2014-08-18, 2015-12-30,7,15,7,15, NA, NA,3,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33688, HUSKUR, 2014-08-18, 2015-12-30,11,14,9,10, NA, NA,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
 bangalore, anekal taluk, hebbagodi,33690, HUSKUR HAROHALLI, 2014-08-18, 2015-12-30,3,3,3,3, NA, NA,2,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
 bangalore, anekal taluk, hebbagodi,33672, KA. VINAYAKA NAGARA, 2014-08-18, 2015-12-30,10,10,10,10, NA, NA,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33698, KAGGALIPURA, 2014-08-18, 2015-12-30,4,6,4,6, NA, NA,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33666, KOODLU A, 2014-08-18, 2015-12-30,17,13,17,13, NA, NA,2,1,1,0,1,0,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,36553, KOODLU B, 2014-08-18, 2015-12-30,11,17,9,14, NA, NA,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,37211, KOODLU C, 2014-08-18, 2015-12-30,5,16,5,16,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1
 bangalore, anekal taluk, hebbagodi,36546, KOODLU GATE, 2014-08-18, 2015-12-30,15,10,15,10,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33683, RAYASANDRA, 2014-08-18, 2015-12-30,10,19,8,15, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33973, SHANTIPURA, 2014-08-18, 2015-12-30,11,18,11,18, NA, NA,2,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33662, THIRUPALYA A, 2014-08-18, 2015-12-30,12,16,12,16, NA, NA,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hebbagodi,33681, VEERASANDRA, 2014-08-18, 2015-12-30,15,18,15,18, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, hennagara,33568, HENNAGARA, 2014-08-18, 2015-12-30,12,10,4,6, NA, NA,2,0,0,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,38811, HENNAGARA B, 2014-08-18, 2015-12-30,13,12,6,3, NA, NA,2,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,33564, HENNAGARA(DENE), 2014-08-18, 2015-12-30,7,8,5,10,0,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,33566, HINNAKKE A, 2014-08-18, 2015-12-30,9,13,4,7, NA, NA,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, hennagara,33570, HINNAKKI B, 2014-08-18, 2015-12-30,13,7,7,6, NA, NA,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
 bangalore, anekal taluk, hennagara,33571, HOSA HALLI . H, 2014-08-18, 2015-12-30,26,12,9,3,1,0,2,0,0,0,1,0,0,0, NA,2,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,33581, KACHANAYAKANAHALLI, 2014-08-18, 2015-12-30,16,19,14,13, NA, NA,2,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,38812, KACHANAYAKANAHALLI (BASAWESHWARA NAGARA), 2014-08-18, 2015-12-30,17,16,12,6, NA, NA,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,38810, KACHANAYAKANAHALLI B, 2014-08-18, 2015-12-30,9,12,9,12, NA, NA,2,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1
 bangalore, anekal taluk, hennagara,33574, KACHANAYAKANAHALLI JANATHA COLONY, 2014-08-18, 2015-12-30,22,15,10,8,0,1,2,0,0,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,33579, KACHANAYAKANAHALLI V/N, 2014-08-18, 2015-12-30,18,15,6,10, NA, NA,2,0,0,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,30896, MASTENAHALLI, 2014-08-18, 2015-12-30,13,17,4,10, NA, NA,3,1,0,0,0,1,1,1,1,2,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,33567, MASTENAHALLI DINNE, 2014-08-18, 2015-12-30,21,15,10,6, NA, NA,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1
 bangalore, anekal taluk, hennagara,33569, RAJAPURA, 2014-08-18, 2015-12-30,6,16,4,6, NA, NA,2,0,0,1,0,1,1,1,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,33572, RAMAKRISHNAPURA, 2014-08-18, 2015-12-30,4,5,2,1,0,1,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, hennagara,30807, YALLAMMANA PALYA, 2014-08-18, 2015-12-30,3,9,2,9, NA, NA,2,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,36703, AREHALLI, 2014-08-18, 2015-12-30,6,3,6,2, NA, NA,3,1,1,1,1,0,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,34003, BAGGANADADDI, 2014-08-18, 2015-12-30,8,9,2,2, NA, NA,2,1,1,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,33543, BANGLA DODDI (MINI), 2014-08-18, 2015-12-30,2,3,2,1, NA, NA,2,1,1,1,1,1,0,0,0,2,0,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,29590, CHIKKAHOSAHALLI 2, 2014-08-18, 2015-12-30,5,4,3,1, NA, NA,2,1,1,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,33557, CHIKKANAHALLI (THIMMASANDRA), 2014-08-18, 2015-12-30,5,4,4,4, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,33561, CHOODAHALLI, 2014-08-18, 2015-12-30,8,9,7,7, NA, NA,2,1,1,0,1,1,0,0,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,33549, CHOODENAHALLI, 2014-08-18, 2015-12-30,11,12,11,9, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,33554, INDALVADI PURA, 2014-08-18, 2015-12-30,3,3,2,3, NA, NA,0,1, NA,1,1,1,0,0,0,2,1,1,0,0,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,33548, INDLAVADI 'A', 2014-08-18, 2015-12-30,27,31,6,6, NA, NA,2,1,1,1,0,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,33555, INDLAVADI 'B', 2014-08-18, 2015-12-30,17,10,11,9, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,31388, KADUJAKKANAHALLI, 2014-08-18, 2015-12-30,9,8,6,2, NA, NA,2,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,30812, KALANAYAKANAHALLI, 2014-08-18, 2015-12-30,4,6,3,4, NA, NA,2,1,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,33565, KARAKALAGATTA, 2014-08-18, 2015-12-30,6,8,4,4, NA, NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,30806, KEMPUDOMMASANDRA, 2014-08-18, 2015-12-30,7,5,7,4, NA, NA,2,1,1,1,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,33547, LAKSHMIPURA, 2014-08-18, 2015-12-30,9,10,7,8, NA, NA,2,1,1,1,1,1,0,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,30814, MENASIGANAHALLI, 2014-08-18, 2015-12-30,12,8,7,7, NA, NA,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,36548, NAGAYYANA DODDI, 2014-08-18, 2015-12-30,16,18,6,6, NA, NA,1,1,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,33559, NALLAIAHNADODDY(MINI), 2014-08-18, 2015-12-30,1,3,1,3, NA, NA,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,33545, P.GOLLAHALLI, 2014-08-18, 2015-12-30,5,5,5,5, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,0,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,33544, SIGGASANDRA, 2014-08-18, 2015-12-30,6,5,6,5, NA, NA,2,1,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,33659, SOLURU, 2014-08-18, 2015-12-30,5,5,5,5, NA, NA,2,1,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,33551, SUNNAVARA, 2014-08-18, 2015-12-30,6,9,5,8, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, indlavadi,30816, TELAGARAHALLI, 2014-08-18, 2015-12-30,5,9,4,6, NA, NA,2,1,1,1,1,1,0,0,0,2,1,1,1,1,1,1,1,0,1,1
 bangalore, anekal taluk, indlavadi,35469, THIMMANAYAKA HALLI, 2014-08-18, 2015-12-30,8,7,5,5,1,0,2,1,1,1,1,1,0,1, NA,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,35489, THIMMAYYANA DODDI, 2014-08-18, 2015-12-30,6,2,6,2, NA, NA,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, indlavadi,33552, VANAKANAHALLI, 2014-08-18, 2015-12-30,11,8,7,8, NA, NA,2,1,1,1,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, jigani,30945, BANDENALLASANDRA, 2014-08-18, 2015-12-30,21,21,6,8,1,0,2,0,1,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, jigani,30906, BEGIHALLI, 2014-08-18, 2015-12-30,22,25,7,11, NA, NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30899, BINGEPURA, 2014-08-18, 2015-12-30,8,17,6,8, NA, NA,2,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,33674, BINGIPURA HODU, 2014-08-18, 2015-12-30,6,9,4,6, NA, NA,2,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,33668, CHATHEKEREPALYA, 2014-08-18, 2015-12-30,13,9,10,5, NA, NA,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,33671, HALE SAMPIGEHALLI, 2014-08-18, 2015-12-30,12,8,3,7, NA, NA,2,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,38808, HULAVALLI B, 2014-08-18, 2015-12-30,15,7,10,6, NA, NA,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30888, HULIMANGALA, 2014-08-18, 2015-12-30,5,11,2,6, NA, NA,2,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1
 bangalore, anekal taluk, jigani,33629, HULIMANGALA DINNE, 2014-08-18, 2015-12-30,6,8,6,8, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,33631, HULLAHALLI, 2014-08-18, 2015-12-30,7,8,5,7, NA, NA,2,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30903, JIGANI A, 2014-08-18, 2015-12-30,14,9,10,10, NA, NA,2,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1
 bangalore, anekal taluk, jigani,30887, JIGANI B, 2014-08-18, 2015-12-30,16,20,14,12, NA, NA,2,1,1,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30892, JIGANI BESTARA BEEDI, 2014-08-18, 2015-12-30,20,13,15,13, NA, NA,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,33632, JIGANI C, 2014-08-18, 2015-12-30,6,12,5,11, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30911, JIGANI D, 2014-08-18, 2015-12-30,14,18,13,11, NA, NA,2,0,0,0,1,1,1,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,36511, JIGANI E (RAJEEV NAGAR), 2014-08-18, 2015-12-30,7,15,7,13, NA, NA,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,36550, JIGANI F, 2014-08-18, 2015-12-30,8,7,5,6, NA, NA,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,37251, JIGANI HENNAGAR ROAD, 2014-08-18, 2015-12-30,15,13,12,12, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30898, JIGANI JANATHA COLONY, 2014-08-18, 2015-12-30,15,20,9,13,0,1,2,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, jigani,36510, JIGANI SANTHEY BEEDI, 2014-08-18, 2015-12-30,9,11,9,11, NA, NA,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,33665, KALKERA, 2014-08-18, 2015-12-30,24,15,8,7, NA, NA,2,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30934, KOPPA, 2014-08-18, 2015-12-30,15,11,8,7, NA, NA,2,0,0,1,1,0,1,1,1,2,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,36513, KOPPA GATE B, 2014-08-18, 2015-12-30,13,12,11,13, NA, NA,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30930, KOPPAGATE, 2014-08-18, 2015-12-30,13,14,10,11, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30938, LAKSHMIPURA (JIGANI), 2014-08-18, 2015-12-30,15,17,9,4, NA, NA,2,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30922, MANTAPA, 2014-08-18, 2015-12-30,14,10,10,6, NA, NA,2,1,0,0,0,0,1,1,0,2,1,0,1,0,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30808, MARAGONDANAHALLI, 2014-08-18, 2015-12-30,18,18,9,14,0,1,2,1,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,33630, MELE NALLASANDRA, 2014-08-18, 2015-12-30,10,13,7,13, NA, NA,2,0,0,1,1,0,1,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30905, NANJAPURA, 2014-08-18, 2015-12-30,4,8,2,5, NA, NA,2,0,1,1,1,0,1,1,1,2,1,0,1,0,0,0,0,0,1,1
 bangalore, anekal taluk, jigani,34155, RAMASANDRA 1, 2014-08-18, 2015-12-30,7,4,5,3, NA, NA,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30909, SAKALAVARA, 2014-08-18, 2015-12-30,11,5,8,4, NA, NA,2,1,0,1,1,0,1,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30916, SAMPANGIRAMANAGARA, 2014-08-18, 2015-12-30,8,7,8,7, NA, NA,2,0,0,1,1,1,1,0, NA,2,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,36516, SHIKARI PALYA B, 2014-08-18, 2015-12-30,17,32,8,13, NA, NA,2,0,1,1,1,1,1,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, jigani,30813, SHIKARIPALYA, 2014-08-18, 2015-12-30,8,14,8,12, NA, NA,2,0,0,1,1,0,1,0,0,2,1,0,1,1,0,1,0,0,0,0
 bangalore, anekal taluk, jigani,30893, SRIRAMPURA(HENNAGARA), 2014-08-18, 2015-12-30,22,17,4,3, NA, NA,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
 bangalore, anekal taluk, jigani,30939, VAJARAHALLI, 2014-08-18, 2015-12-30,7,7,6,7, NA, NA,2,1,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba,33687, VIWERS COLONY, 2014-08-18, 2015-12-30,4,12,2,7, NA, NA,2,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33942, A D COLONY, 2014-08-18, 2015-12-30,8,8,8,6, NA, NA,2,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33582, AK COLONY, 2014-08-18, 2015-12-30,9,11,6,6, NA, NA,1,1,1,1,1,1,1,1, NA,2,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33560, AVADADENAHALLI, 2014-08-18, 2015-12-30,6,5,6,5, NA, NA,2,1,1,0,1,0,0,0,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36508, BARUGOORU PETE, 2014-08-18, 2015-12-30,5,7,5,7, NA, NA,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33689, BHOVICOLONY, 2014-08-18, 2015-12-30,6,9,5,5, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36418, BIDARAGERE ROAD, 2014-08-18, 2015-12-30,5,2,5,2, NA, NA,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36504, BYADARA PETE, 2014-08-18, 2015-12-30,3,8,3,6, NA, NA,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33556, BYAGADADENAHALLI, 2014-08-18, 2015-12-30,8,6,4,4, NA, NA,3,1,1,1,0,1,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33558, CHIKKA HAGADE, 2014-08-18, 2015-12-30,4,6,3,6, NA, NA,2,1,1,1,0,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36505, DODDA BEEDI, 2014-08-18, 2015-12-30,8,7,8,7, NA, NA,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33546, DODDAHAGADE, 2014-08-18, 2015-12-30,5,8,4,4, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,38809, INDIRA NAGARA, 2014-08-18, 2015-12-30,9,9,7,8, NA, NA,1,1,0,1,0,1,1,1,1,2,1,1,0,1,0,1,1,0,1,1
 bangalore, anekal taluk, kasaba 1,30809, JANTHA COLONY (KAVALHOSAHALLI), 2014-08-18, 2015-12-30,8,11,6,9, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36348, KAMMASANDRA AGRAHARA, 2014-08-18, 2015-12-30,5,5,5,4, NA, NA,2,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33562, KAVALAHOSAHALLI B, 2014-08-18, 2015-12-30,7,7,5,6, NA, NA,3,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33550, KEMPAVADARAHALLI, 2014-08-18, 2015-12-30,6,3,3,2, NA, NA,1,1,1,0,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,30817, KONAMADIVALA, 2014-08-18, 2015-12-30,3,6,3,5,0,1,2,1,1,1,1,1,1,1,0,2,1,1,1,0,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33593, M MARKET ROAD, 2014-08-18, 2015-12-30,13,7,8,4, NA, NA,1,0,0,1,0,1,1,1,1,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36417, MALLIGAMMA LAYOUT, 2014-08-18, 2015-12-30,10,5,6,3, NA, NA,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33613, MARATA BEEDI, 2014-08-18, 2015-12-30,6,9,4,7, NA, NA,3,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33615, MUNIVENKATAPPA BADAVANE, 2014-08-18, 2015-12-30,6,8,5,8, NA, NA,1,1,1,1,1,1,0,0,1,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36420, NALLAPPA LAYOUT, 2014-08-18, 2015-12-30,6,5,5,3, NA, NA,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36542, NARAYANAPPA LAYOUT, 2014-08-18, 2015-12-30,5,7,5,7, NA, NA,1,1,0,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36501, PASAVALU PEETE, 2014-08-18, 2015-12-30,6,10,7,8, NA, NA,1,0,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36430, RAJANNA LAYOUT, 2014-08-18, 2015-12-30,10,5,7,2, NA, NA,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,33944, SHANESHVARA DEVASTHANA, 2014-08-18, 2015-12-30,11,15,10,7, NA, NA,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36432, SUBASH NAGARA, 2014-08-18, 2015-12-30,8,9,5,7, NA, NA,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,30796, SUPPAHALLI, 2014-08-18, 2015-12-30,5,5,3,4, NA, NA,3,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,0,0,1,1
 bangalore, anekal taluk, kasaba 1,30821, TATNAHALLI, 2014-08-18, 2015-12-30,5,4,2,3, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 1,36498, ULLI THIGALARA BEEDI, 2014-08-18, 2015-12-30,8,10,6,9, NA, NA,1,0,0,1,1,1,1,1,0,2,1,0,0,1,0,0,0,0,1,1
 bangalore, anekal taluk, kasaba 2,36413, AMEERJAN ROAD, 2014-08-18, 2015-12-30,9,6,7,6, NA, NA,1,1,1,1,1,1,0,0,0,2,1,1,0,1,0,1,1,0,1,1
 bangalore, anekal taluk, kasaba 2,33598, ASHRAYA YOJANA JANATHA COLONY, 2014-08-18, 2015-12-30,8,6,7,6, NA, NA,1,1,0,1,1,1,1,1,0,2,1,0,0,1,0,0,1,0,1,1
 bangalore, anekal taluk, kasaba 2,33620, AYODHYA NAGARA, 2014-08-18, 2015-12-30,10,13,5,5, NA, NA,1,1,1,1,1,1,0,0,1,2,1,1,1,1,0,0,1,0,1,1
 bangalore, anekal taluk, kasaba 2,33587, BAHADOORPURA, 2014-08-18, 2015-12-30,7,5,6,3, NA, NA,2,1,1,1,1,1,0,0,1,2,1,1,1,1,0,1,1,0,1,1
 bangalore, anekal taluk, kasaba 2,36500, BAYASAB LAYOUT, 2014-08-18, 2015-12-30,4,3,3,3, NA, NA,1,1,0,1,1,1,1,1,0,2,1,1,0,1,0,1,1,0,1,1
 bangalore, anekal taluk, kasaba 2,30908, CHANNENAAGRAHARA, 2014-08-18, 2015-12-30,7,6,5,5, NA, NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,0,1,1
